acc_x_mean,acc_y_mean,acc_z_mean,acc_x_std,acc_y_std,acc_z_std,acc_x_max,acc_y_max,acc_z_max,acc_x_min,acc_y_min,acc_z_min,gyro_x_mean,gyro_y_mean,gyro_z_mean,gyro_x_std,gyro_y_std,gyro_z_std,gyro_x_max,gyro_y_max,gyro_z_max,gyro_x_min,gyro_y_min,gyro_z_min,activity
0.45476000000000005,-1.00282,-0.09140333333333332,0.15682293023750024,0.21780739894338477,0.13275485440395804,0.7335,-0.7172,0.1293,0.2424,-1.4817,-0.3046,-0.06772000000000002,-0.07874333333333332,-0.23081333333333331,0.3817310764905324,0.458147582518795,2.0682853217653228,0.6925,1.1491,3.5731,-0.9105,-1.4683,-3.1056,0
0.45867,-1.00423,-0.08945666666666667,0.13796440357995396,0.23385825968028084,0.11139707692361787,0.7001,-0.6219,0.1061,0.2365,-1.4469,-0.2959,-0.05195333333333336,-0.020623333333333316,0.13771666666666657,0.4419274911139822,0.6380401212567539,1.8827969019123054,0.7219,1.6331,3.5336,-0.6882,-1.1598,-2.8868,0
0.44606333333333337,-0.9913600000000001,-0.11880000000000003,0.13202336126436195,0.19886704725207396,0.11687415867298143,0.6122,-0.6838,0.0464,0.2549,-1.4608,-0.2999,-0.04487666666666666,0.040786666666666666,0.11339000000000002,0.41376279451690284,0.5222995743185449,1.8864064399786977,0.6868,1.0349,3.1841,-0.7274,-1.1092,-2.8416,0
0.43215999999999993,-0.9910633333333332,-0.09219666666666666,0.12688095316422426,0.19016757489180403,0.11472355824368399,0.6712,-0.6902,0.0865,0.2451,-1.4076,-0.287,-0.0555,0.06587,0.0475166666666667,0.38434916955540704,0.5983299338647705,2.094557625104895,0.7068,1.2034,3.369,-0.779,-1.1317,-3.1476,0
0.4315466666666667,-0.9955066666666667,-0.07208666666666667,0.13138588265456658,0.25614995868305995,0.09656506376650868,0.688,-0.6054,0.0614,0.1589,-1.4198,-0.2747,-0.08188666666666668,0.03966333333333334,-0.010026666666666654,0.3556862281836903,0.6887328557141948,1.6279062270573066,0.6,1.6908,2.1305,-0.5351,-1.0186,-2.8684,0
0.42354666666666674,-0.9476966666666667,-0.09242666666666666,0.11939254506078659,0.1988486037916411,0.09721962670208087,0.6302,-0.6247,0.0918,0.2536,-1.359,-0.2544,-0.01060999999999999,0.11303666666666666,0.09441333333333334,0.4192561034038494,0.5397522448777538,2.141564340211232,0.6902,1.0346,4.5253,-0.636,-1.0689,-3.4323,0
0.4511066666666666,-0.9814299999999998,-0.09527333333333331,0.13649981415506693,0.20523889553732083,0.1203825452272974,0.6972,-0.6746,0.0883,0.2616,-1.4422,-0.299,-0.08576333333333332,0.07800999999999998,0.0042533333333333685,0.5204997588414647,0.474314572867504,2.0831773557904665,0.8993,0.8415,3.6139,-0.9033,-1.1547,-2.8025,0
0.4500500000000001,-0.97969,-0.058426666666666675,0.12101890063268969,0.19253008425912974,0.11496581780845912,0.6788,-0.6574,0.1109,0.277,-1.3447,-0.3135,-0.04633666666666667,-0.06963333333333334,-0.016593333333333307,0.4365116505008641,0.5165987112892821,1.8440941884340105,0.8757,0.9016,2.5327,-0.8533,-1.0897,-2.8709,0
0.45373333333333327,-0.9624633333333332,-0.10063333333333335,0.13111433634581038,0.2504306476828477,0.09117944162316768,0.6656,-0.6248,0.0374,0.2524,-1.4911,-0.2458,-0.006163333333333326,-0.049846666666666664,-0.00607000000000002,0.2901270856893143,0.5331986650094092,1.9698741952041083,0.7212,0.9796,3.0666,-0.6453,-0.9608,-3.1815,0
0.4523233333333333,-0.9617833333333335,-0.09956999999999999,0.1302496003920889,0.16064343485159777,0.1234148656725174,0.7186,-0.6856,0.1702,0.2547,-1.2654,-0.2855,-0.014036666666666666,-0.1467166666666667,0.11147333333333333,0.6993582928032266,0.5735263581612854,2.011431495560645,1.1747,0.8563,3.431,-1.4119,-1.4886,-3.0078,0
